title,cites,year,pubid,id
CAMBIO DEL MODELO MENTAL CONTABLE PARA LA CONSTRUCCIÓN DE LOS NUEVOS MODELOS CONTABLES,0,2007,YsMSGLbcyi4C,2-232
ANÁLISIS FINANCIERO INTEGRAL DE EMPRESAS COLOMBIANAS 2009-2012 DESDE LA PERSPECTIVA DE LA COMPETITIVIDAD INTEGRAL FINANCIAL ANALYSIS OF COLOMBIAN COMPANIES 2009-2012 FROM THE …,0,NA,86PQX7AUzd4C,2-233
Evaluación del desempeño de las cooperativas de ahorro y crédito de antioquia para el periodo 2009-20131,0,NA,ClCfbGk0d_YC,2-234
IMPLEMENTACIÓN DE LAS NIIF EN EL SECTOR TELECOMUNICACIONES COLOMBIANO,0,NA,oNZyr7d5Mn4C,2-235
Analysis of the financial performance of Colombia by region 2009-2012: an approach to the evaluation of territorial competitiveness,0,NA,MLfJN-KU85MC,2-236
CAPÍTULO III CLASIFICACIÓN DE CAPACIDADES ORGANIZACIONALES EN ORGANISMOS COMUNALES DE RIONEGRO-ANTIOQUIA,0,NA,hMsQuOkrut0C,2-237
"RENDIMIENTO FINANCIERO DE LAS EMPRESAS FABRICANTES DE CEMENTO, CAL Y YESO DE ANTIOQUIA EN EL PERÍODO 2008 AL 2013 Y SU RELACIÓN CON EL PIB DEL SECTOR MANUFACTURERO",0,NA,uWiczbcajpAC,2-238
"Financial performance in companies producing cement, lime and plaster of Antioquia for the 2008 to 2013 term and its relationship with the manufacturing sector2 GDP",0,NA,NJ774b8OgUMC,2-239
Una nueva ruta para la Revista Contaduría Universidad de Antioquia,0,NA,W5xh706n7nkC,2-240
2. EL CAMPO DE LA TEORÍA CONTABLE. Distinciones centrales para subrayar el papel de la Universidad de Antioquia en el contexto colombiano1,0,NA,tkaPQYYpVKoC,2-241
"DIAGNOSTICO DE LA GESTIÓN FINANCIERA INTEGRAL EN LAS MIPYMES DE NAVOJOA, SONORA.",0,NA,SeFeTyx0c_EC,2-242
CARACTERIZACIÓN DE LAS MEJORES PRÁCTICAS PARA LA DETECCIÓN DE FRAUDE EN UNA AUDITORÍA DE ESTADOS FINANCIEROS: ANÁLISIS DEL CASO COLOMBIANO,0,NA,R3hNpaxXUhUC,2-243
MODELO DE GESTIÓN FINANCIERA INTEGRAL PARA PYMES: PROSPECTIVA EN ESCENARIOS DE COMPETITIVIDAD GLOBAL,0,NA,5nxA0vEk-isC,2-244
On the evolution of “Cleaner Production” as a concept and a practice,193,2018,eQOLeE2rZwMC,2-245
Transport economics and sustainable development in Ukraine,37,2019,0EnyYjriUFMC,2-246
Estado actual de la contabilidad verde en Colombia,24,2015,u5HHmVD_uO8C,2-247
Women accountants in academic and research spaces in Colombia,12,2020,aqlVkmm33-oC,2-248
La participación de la mujer en el desarrollo de la contaduría pública en Colombia,12,2015,qjMakFHDy7sC,2-249
El control interno de los inventarios: su incidencia en la gestión financiera de “Due Amici Pizzería”,11,2020,4DMP91E08xMC,2-250
Procesos de gestión: edificios sostenibles vs. edificios tradicionales,9,2019,QIV2ME_5wuYC,2-251
Investigación contable en los futuros contadores: elemento ontológico del desarrollo de la contabilidad verde,5,2015,Tyk-4Ss8FVUC,2-252
Formación verde en los programas de Contaduría Pública de las universidades de Antioquia,4,2020,mVmsd5A6BfQC,2-253
Competencias genéricas en los programas de Contaduría Pública: el caso de la Universidad del Atlántico entre los periodos 2016 al 2018,4,2020,Wp0gIr-vW9MC,2-254
Green accounting in Colombia: a case study of the mining sector,4,2020,4TOpqqG69KYC,2-255
Capítulo VII contabilidad verde y desarrollo sostenible: tendencias y perspectivas,4,2019,IWHjjKOFINEC,2-256
The widening concept of “cleaner production”,3,2016,Y0pCki6q_DkC,2-257
Pensamiento crítico como elemento fundamental en la formación contable y referente pedagógico en el marco del proceso de paz,3,2016,dhFuZR0502QC,2-258
"Formación (en competencias) investigativa (s) en los estudiantes de contaduría pública: caso Universidad del Atlántico, Colombia, 2015-2019",2,2021,mB3voiENLucC,2-259
Componentes que influyen en la ejecución de fraudes financieros: percepción de los profesionales contables,1,2021,HDshCWvjkbEC,2-260
Residuos sólidos una alternativa de aprovechamiento para los municipios de Bolívar,1,2020,qUcmZB5y_30C,2-261
Revisión del cumplimiento del ODS-5 (igualdad de género) en el contexto colombiano,0,2022,TFP_iSt0sucC,2-262
Construyendo la historia entre mujeres contables. Sin brechas a través del mentoring,0,2022,bEWYMUwI8FkC,2-263
"A framework for a green accounting system-exploratory study in a developing country context, Colombia",0,2022,iH-uZ7U-co4C,2-264
Imaginario social del contador público desde las esferas del arte: una aproximación teórica,0,2022,-f6ydRqryjwC,2-265
Estado actual de la investigación en educación contable en Colombia: una aproximación bibliométrica para el período 2000-2020,0,2021,isC4tDSrTZIC,2-266
Estudios de género en la disciplina contable: revisión bibliométrica,0,2021,_Qo2XoVZTnwC,2-267
"Riesgos tributarios, penales y financieros en los contadores públicos y en las empresas por desarrollar una contabilidad creativa",0,2021,hFOr9nPyWt4C,2-268
"Principales retos de la profesión contable desde las perspectivas económica, digital y científica",0,2021,RHpTSmoSYBkC,2-269
Inequidad de género en los rangos más altos de la profesión contable,0,2019,L8Ckcad2t8MC,2-270
17. DEBER SER+ MORAL= IMAGINARIO DEL CONTADOR PÚBLICO,0,NA,r0BpntZqJG4C,2-271
"De la exégesis de las Bienaventuranzas a su praxis cristiana Mateo 5, 3-10",8,2013,UeHWp8X0CEIC,2-272
Spirituality and organizations: A proposal for a new company style based on a systematic review of literature,3,2020,YsMSGLbcyi4C,2-273
The ethical and spiritual considerations of Matthew’s Beatitudes: Configuration of the human being in companies,2,2020,Tyk-4Ss8FVUC,2-274
Ser cristiano hoy a partir de la práctica de las bienaventuranzas,1,2014,u5HHmVD_uO8C,2-275
Itinerario ético-espiritual para las organizaciones una propuesta hermenéutica a partir de las Bienaventuranzas Mateanas,0,2020,WF5omc3nYNoC,2-276
Resurrección: una lectura antropológica en clave relacional,0,2020,eQOLeE2rZwMC,2-277
El amor de dios se humaniza: una mirada desde las bienaventuranzas,0,2017,u-x6o8ySG0sC,2-278
Concepción de la Ley Israelita en el Nuevo Testamento y la concepción que de ella tiene Jesús,0,2015,qjMakFHDy7sC,2-279
la literatura filosÓfica: uNa aVeNtura íNtiMa eN Miguel de uNaMuNo,5,2013,zYLM7Y9cAGgC,2-280
El diálogo filosófico como aventura y experiencia que cura,2,2020,UeHWp8X0CEIC,2-281
Philosophical dialogue as adventure and experience that heals,0,2020,Tyk-4Ss8FVUC,2-282
"El filósofo: hombre, héroe, maestro",0,2018,qjMakFHDy7sC,2-283
La filosofía: una aventura vital,0,2018,d1gkVwhDpl0C,2-284
La literatura filosófica: una aventura íntima en Miguel de Unamuno,0,2013,2osOgNQ5qMEC,2-285
"El diálogo filosófico como aventura y experiencia que cura. Sophia [online]. 2020, n. 29",0,NA,Y0pCki6q_DkC,2-286
Filosofía: aventura vital en la crisis del siglo XXI,0,NA,u-x6o8ySG0sC,2-287
"sobre los conceptos de arte, naturaleza e historia en Kant y Hölderlin",0,NA,d1gkVwhDpl0C,2-288
"La metamorfosis del pensamiento. Dialéctica sobre los conceptos de arte, naturaleza e historia en Kant y Hölderlin",0,NA,u-x6o8ySG0sC,2-289
ONTOLOGÍA ENTRE EL PENSAR Y EL POETIZAR DE HEIDEGGER Y HÖLDERLIN,0,NA,u5HHmVD_uO8C,2-290
Precomprensión del maestro sobre la biblia en el marco de la educación religiosa escolar colombiana de los Colegios de la Arquidiócesis de Cali,1,NA,9yKSN-GCB0IC,2-291
Teología y mundo de la vida. Perspectiva contextual de la Teología en la Universidad Católica Luis Amigó,0,2022,roLk4NBRz8UC,2-292
Originalidad hebrea para el quehacer teológico,0,2021,YsMSGLbcyi4C,2-293
RD Cartas católicas,0,2020,LkGwnXOMwfcC,2-294
RD Generalidades bíblicas,0,2020,WF5omc3nYNoC,2-295
RD Método teológico,0,2020,eQOLeE2rZwMC,2-296
"En las puertas del templo los pobres cantan Liturgias de la Paz y el conflicto desde Mt 21, 12-17",0,2020,Tyk-4Ss8FVUC,2-297
En tiempos como estos no hay cosa más práctica que la Teología,0,2019,W7OEmFMy1HYC,2-298
Una justicia inspiradora,0,2018,UeHWp8X0CEIC,2-299
Volvemos al Camino,0,2018,2osOgNQ5qMEC,2-300
Ser mujer y madre,0,2018,_FxGoFyzp5QC,2-301
"Ser mujer y madre. Dolor, género y experiencia teologal en el caso de Christine Collins",0,NA,Y0pCki6q_DkC,2-302
Un abordaje de la mujer y la homosexualidad femenina en Freud,3,2011,9yKSN-GCB0IC,2-303
Del masoquismo y otros destinos de pulsión,1,2016,d1gkVwhDpl0C,2-304
"Frida Kahlo, sobre vestido y cuerpo en psicoanálisis",0,2022,WF5omc3nYNoC,2-305
Freud a propósito de la defensa en la etiología de las psiconeurosis 1893-1896,0,2022,YsMSGLbcyi4C,2-306
Las comisuras abiertas de la tierra,0,2021,zYLM7Y9cAGgC,2-307
"Frida Kahlo, sobre vestido y cuerpo en psicoanálisis",0,2021,eQOLeE2rZwMC,2-308
"Guía de bolsillo para la atención de la violencia contra la mujer en Medellín, tiempos del Covid-19",0,2020,Y0pCki6q_DkC,2-309
"""Sobre lo femenino y el lazo social: una mirada a la violencia en Colombia""",0,2019,Tyk-4Ss8FVUC,2-310
PSICOANÁLISIS Y LITERATURA,0,2018,qjMakFHDy7sC,2-311
El tiempo de la escritura,0,2018,IjCSPb-OGe4C,2-312
Psicoanálisis y literatura: Elfriede Jelinek o la mujer al margen,0,2018,UeHWp8X0CEIC,2-313
Freud y la cuestión de “la prehistoria” en la mujer,0,2017,2osOgNQ5qMEC,2-314
Demanda histérica y femenina:¿ demandas de amor?,0,2015,u5HHmVD_uO8C,2-315
El niño y lo infantil,0,2010,u-x6o8ySG0sC,2-316
¿Vinum novum in utres novos? El Posthumanismo y la ideología de los androides que sueñan con ovejas eléctricas,6,2019,Tyk-4Ss8FVUC,2-317
"El libro de los signos (Jn 1, 19-12, 50). Aproximación a algunas de sus líneas de investigación",1,2021,W7OEmFMy1HYC,2-318
Un judío con muchos rostros: exégesis y teología en Filón de Alejandría,1,2020,u-x6o8ySG0sC,2-319
El trasfondo del concepto «Doble obra lucana»: aproximación histórica a los problemas teológicos en los estudios lucanos,1,2018,UeHWp8X0CEIC,2-320
La amistad como lealtad social y alteridad: fraternidad en la literatura apócrifa judía de la época del segundo templo,0,2022,5nxA0vEk-isC,2-321
"(Recensión) The Christ is Jesus: Metamorphosis, Possession and Johannine Christology de Pamela Kinlaw",0,2022,WF5omc3nYNoC,2-322
The book of signs (John 1: 19-12: 50). An approach to some of his currents of research,0,2021,YsMSGLbcyi4C,2-323
PESADILLAS POSHUMANISTAS: FRANKENSTEIN COMO CASO DE ESTUDIO.,0,2021,hqOjcs7Dif8C,2-324
Humanismo y transhumanismo: reflexiones desde las ciencias humanas y sociales,0,2021,UebtZRa9Y70C,2-325
¿ Es “humano” el transhumanismo? Visión desde los orígenes y desarrollo del movimiento,0,2021,roLk4NBRz8UC,2-326
Pesadillas poshumanistas: Frankenstein como caso de estudio,0,2021,eQOLeE2rZwMC,2-327
"Explicaciones actuales sobre la presencia de Henoc en Ben Sira (Sir 16, 7; 44, 16; 49, 14)",0,2020,Y0pCki6q_DkC,2-328
Las secciones discursivas en Mateo: Estudio de su estructura y patrones literarios,0,2020,IjCSPb-OGe4C,2-329
"BACKGROUND TO THE CONCEPT OF"" LUKE'S DOUBLE WORK"": HISTORICAL APPROACH TO THE THEOLOGICAL ISSUES CONCERNING LUCAN STUDIES",0,2018,u5HHmVD_uO8C,2-330
"“kai adousin ōdēn kainēn legontes...”(Ap 5, 9) Un canto de resistencia",0,2017,zYLM7Y9cAGgC,2-331
"(Ap 5, 9) UN CANTO DE RESISTENCIA",0,2017,d1gkVwhDpl0C,2-332
"¿Un juicio justo contra Caín? (Gen 4,1-16)",0,2017,0EnyYjriUFMC,2-333
"“καὶ ᾅδουσιν ᾠδὴν καινὴν λέγοντες...”(Ap 5, 9) UN CANTO DE RESISTENCIA",0,2017,qjMakFHDy7sC,2-334
UN CANTO DE RESISTENCIA.,0,2017,2osOgNQ5qMEC,2-335
¿ Es “humano” el transhumanismo? Visión desde los orígenes y desarrollo del movimiento1,0,NA,Se3iqnhoufwC,2-336
Hermenéuticas post-coloniales,10,2016,UebtZRa9Y70C,2-337
Génesis 3: sabiduría y mito,8,2018,9yKSN-GCB0IC,2-338
La hermenêutica de Lutero en las lecciones sobre Romanos,3,2016,UeHWp8X0CEIC,2-339
"Jesús, hombre rebelde",3,2014,qjMakFHDy7sC,2-340
"El nacimiento del liberador, un sueño mesiánico",3,2012,LkGwnXOMwfcC,2-341
Literatura apocalíptica y literatura fantástica,3,2009,3fE2CSJIrl8C,2-342
"El nacimiento del liberador, un sueño mesiánico",3,NA,M3ejUd6NZC8C,2-343
Pablo Montoya: lo religioso y el arte,2,2017,hqOjcs7Dif8C,2-344
La crucifixión en la literatura latinoamericana cont emporánea,1,2020,QIV2ME_5wuYC,2-345
El pan del misterio: interpretación socio-retórica de Juan 6,1,2018,W7OEmFMy1HYC,2-346
Juan de la Cruz: la poesía mística como deseo y ausencia,0,2022,HDshCWvjkbEC,2-347
Los salmos de la muerte en Paul Celan,0,2021,hFOr9nPyWt4C,2-348
Dios: entre la mística y la poesía,0,2021,-f6ydRqryjwC,2-349
Intertextualidades religiosas en El arpa y la sombra de Alejo Carpentier,0,2021,IWHjjKOFINEC,2-350
"Entrevista a Hugo Mujica en Copenhague, el 18 de agosto de 2018",0,2021,9ZlFYXVOiuMC,2-351
La poesía y la cruz: interpretaciones literarias de la muerte de cristo,0,2020,ZeXyd9-uunAC,2-352
"La crucifixión en la literatura latinoamericana contemporánea: Hugo Mujica, Raúl Zurita und Pablo Montoya.",0,2020,7PzlFSSx8tAC,2-353
"Kreuzesdeutungen in der gegenwärtigen Literatur Lateinamerikas: Hugo Mujica, Raúl Zurita und Pablo Montoya.",0,2020,dhFuZR0502QC,2-354
Alteridad y sincretismo en “Simón el mago” de Tomás Carrasquilla,0,2019,ufrVoPGSRksC,2-355
El país de las palabras rotas,0,2019,Zph67rFs4hoC,2-356
Mito y comunidad en la poesía hebrea,0,2019,zYLM7Y9cAGgC,2-357
Hugo Mujica. El pensamiento de un poeta en la poesía de un pensador,0,2018,YOwf2qJgpHMC,2-358
Evangelio de Arena,0,2018,ULOm3_A8WrAC,2-359
El dioniso de Hugo Mujica: una estética panteísta,0,2018,Se3iqnhoufwC,2-360
GÉNESIS 3: SABIDURÍA Y MITO.,0,2018,2osOgNQ5qMEC,2-361
Genesis 3: wisdom and myth,0,2018,u-x6o8ySG0sC,2-362
Pablo Montoya: lo religioso y el arte,0,2017,_FxGoFyzp5QC,2-363
PABLO MONTOYA: RELIGION AND ART,0,2017,roLk4NBRz8UC,2-364
Hugo Mujica. Pensar poético,0,2017,qxL8FJ1GzNcC,2-365
Hugo Mujica. Pensar poético,0,2017,_kc_bZDykSQC,2-366
Bread of Mystery: a Socio-Rhetorical Interpretation of John 6,0,2017,eQOLeE2rZwMC,2-367
EL PAN DEL MISTERIO: INTERPRETACIÓN SOCIO-RETÓRICA DE JUAN 6.,0,2017,IjCSPb-OGe4C,2-368
Rock Pfingstbewegung,0,2016,kNdYIx-mwKoC,2-369
"Paz, reconciliación y Narcotráfico",0,2015,KlAtU1dfN6UC,2-370
Pensar la vida con Hugo Mujica,0,2014,5nxA0vEk-isC,2-371
"Jesus, rebellious man",0,2014,Y0pCki6q_DkC,2-372
"Casafús era rojo: un malvado, un hereje: identificación político-religiosa en Luterito de Tomás Carrasquilla",0,2013,4DMP91E08xMC,2-373
El nacimiento del liberador,0,2013,aqlVkmm33-oC,2-374
Para comprender el Nuevo Testamento,0,2013,4TOpqqG69KYC,2-375
Religión y política en Luterito de Tomás Carrasquilla,0,2013,MXK_kJrjxJIC,2-376
"El nacimiento del liberador, un sueño mesiánico: estudio literario de Mateo 1, 18-2, 23",0,2012,8k81kl-MbHgC,2-377
La construcción simbólica de una resistencia. Estudio literario de Apocalipsis 15 y 16,0,2012,0EnyYjriUFMC,2-378
Hechos de los Apóstoles y la literatura mediterránea,0,2012,WF5omc3nYNoC,2-379
"“A Dios alabo, aunque el demonio se pose sobre mi rostro”: lectura tribal de la Biblia en contexto de pandillas en Colombia",0,2011,mB3voiENLucC,2-380
Agar e Ismael: un estudio de Génesis 21.1-21/Una lectura socio-retórica de Apocalipsis 20.7-15,0,2009,L8Ckcad2t8MC,2-381
Hermenéutica Literaria: Interpretación Narrativa de las Plagas Apocalípticas,0,NA,hC7cP41nSMkC,2-382
Pablo Montoya: lo religioso y el arte* Pablo Montoya: religion and art,0,NA,qUcmZB5y_30C,2-383
Reformation und Mission,0,NA,mVmsd5A6BfQC,2-384
Die Hexerei in drei Werken der kolumbianischen Literatur,0,NA,Wp0gIr-vW9MC,2-385
A Bíblia na música de Bob Marley,0,NA,YsMSGLbcyi4C,2-386
La lengua en ambos testamentos,0,NA,Tyk-4Ss8FVUC,2-387
El desencanto como resistencia,0,NA,u5HHmVD_uO8C,2-388
Hölderlin: sobre la religión,5,2014,qjMakFHDy7sC,2-389
"Arte, religión y filosofía en Hegel y Hölderlin",4,2019,Tyk-4Ss8FVUC,2-390
La temporalidad en Martin Heidegger y El río del tiempo de Fernando Vallejo,4,2010,ufrVoPGSRksC,2-391
"Perspectivas del arte en Hölderlin, Novalis y Wackenroder",1,2019,8k81kl-MbHgC,2-392
HÖLDERLIN AND RELIGION,1,2017,WF5omc3nYNoC,2-393
Leyendo a Heidegger,1,2016,2osOgNQ5qMEC,2-394
Filosofía y literatura: El río del tiempo de Fernando Vallejo,1,2014,d1gkVwhDpl0C,2-395
El trabajo de la memoria y el perdón: aproximación a la realidad colombiana desde la filosofía de Paul Ricoeur,0,2022,kNdYIx-mwKoC,2-396
Una nueva imagen,0,2022,3fE2CSJIrl8C,2-397
Continuidades del imaginario de superioridad,0,2021,MXK_kJrjxJIC,2-398
Algunas labores de la revista,0,2021,5nxA0vEk-isC,2-399
El respeto a los otros,0,2021,UebtZRa9Y70C,2-400
Revista Colombiana,0,2020,_FxGoFyzp5QC,2-401
A propósito del nuevo número,0,2020,LkGwnXOMwfcC,2-402
