"","title","cites","year","pubid"
"229","Modelo de gestión financiera integral para MIPYMES en Colombia",0,2009,"738O_yMBCRsC"
"230","Elementos jurídicos para la constitución de empresas en Colombia: generalidades y el caso especial de la sociedad por acciones simplificada",0,2009,"KxtntwgDAa4C"
"231","Elementos jurídicos para la constitución de empresas en Colombia: generalidades y el caso especial de la Sociedad por Acciones Simplificada",0,2009,"u-x6o8ySG0sC"
"232","CAMBIO DEL MODELO MENTAL CONTABLE PARA LA CONSTRUCCIÓN DE LOS NUEVOS MODELOS CONTABLES",0,2007,"YsMSGLbcyi4C"
"233","ANÁLISIS FINANCIERO INTEGRAL DE EMPRESAS COLOMBIANAS 2009-2012 DESDE LA PERSPECTIVA DE LA COMPETITIVIDAD INTEGRAL FINANCIAL ANALYSIS OF COLOMBIAN COMPANIES 2009-2012 FROM THE …",0,NA,"86PQX7AUzd4C"
"234","Evaluación del desempeño de las cooperativas de ahorro y crédito de antioquia para el periodo 2009-20131",0,NA,"ClCfbGk0d_YC"
"235","IMPLEMENTACIÓN DE LAS NIIF EN EL SECTOR TELECOMUNICACIONES COLOMBIANO",0,NA,"oNZyr7d5Mn4C"
"236","Analysis of the financial performance of Colombia by region 2009-2012: an approach to the evaluation of territorial competitiveness",0,NA,"MLfJN-KU85MC"
"237","CAPÍTULO III CLASIFICACIÓN DE CAPACIDADES ORGANIZACIONALES EN ORGANISMOS COMUNALES DE RIONEGRO-ANTIOQUIA",0,NA,"hMsQuOkrut0C"
"238","RENDIMIENTO FINANCIERO DE LAS EMPRESAS FABRICANTES DE CEMENTO, CAL Y YESO DE ANTIOQUIA EN EL PERÍODO 2008 AL 2013 Y SU RELACIÓN CON EL PIB DEL SECTOR MANUFACTURERO",0,NA,"uWiczbcajpAC"
"239","Financial performance in companies producing cement, lime and plaster of Antioquia for the 2008 to 2013 term and its relationship with the manufacturing sector2 GDP",0,NA,"NJ774b8OgUMC"
"240","Una nueva ruta para la Revista Contaduría Universidad de Antioquia",0,NA,"W5xh706n7nkC"
"241","2. EL CAMPO DE LA TEORÍA CONTABLE. Distinciones centrales para subrayar el papel de la Universidad de Antioquia en el contexto colombiano1",0,NA,"tkaPQYYpVKoC"
"242","DIAGNOSTICO DE LA GESTIÓN FINANCIERA INTEGRAL EN LAS MIPYMES DE NAVOJOA, SONORA.",0,NA,"SeFeTyx0c_EC"
"243","CARACTERIZACIÓN DE LAS MEJORES PRÁCTICAS PARA LA DETECCIÓN DE FRAUDE EN UNA AUDITORÍA DE ESTADOS FINANCIEROS: ANÁLISIS DEL CASO COLOMBIANO",0,NA,"R3hNpaxXUhUC"
"244","MODELO DE GESTIÓN FINANCIERA INTEGRAL PARA PYMES: PROSPECTIVA EN ESCENARIOS DE COMPETITIVIDAD GLOBAL",0,NA,"5nxA0vEk-isC"
"245","On the evolution of “Cleaner Production” as a concept and a practice",193,2018,"eQOLeE2rZwMC"
"246","Transport economics and sustainable development in Ukraine",37,2019,"0EnyYjriUFMC"
"247","Estado actual de la contabilidad verde en Colombia",24,2015,"u5HHmVD_uO8C"
"248","Women accountants in academic and research spaces in Colombia",12,2020,"aqlVkmm33-oC"
"249","La participación de la mujer en el desarrollo de la contaduría pública en Colombia",12,2015,"qjMakFHDy7sC"
"250","El control interno de los inventarios: su incidencia en la gestión financiera de “Due Amici Pizzería”",11,2020,"4DMP91E08xMC"
"251","Procesos de gestión: edificios sostenibles vs. edificios tradicionales",9,2019,"QIV2ME_5wuYC"
"252","Investigación contable en los futuros contadores: elemento ontológico del desarrollo de la contabilidad verde",5,2015,"Tyk-4Ss8FVUC"
"253","Formación verde en los programas de Contaduría Pública de las universidades de Antioquia",4,2020,"mVmsd5A6BfQC"
"254","Competencias genéricas en los programas de Contaduría Pública: el caso de la Universidad del Atlántico entre los periodos 2016 al 2018",4,2020,"Wp0gIr-vW9MC"
"255","Green accounting in Colombia: a case study of the mining sector",4,2020,"4TOpqqG69KYC"
"256","Capítulo VII contabilidad verde y desarrollo sostenible: tendencias y perspectivas",4,2019,"IWHjjKOFINEC"
"257","The widening concept of “cleaner production”",3,2016,"Y0pCki6q_DkC"
"258","Pensamiento crítico como elemento fundamental en la formación contable y referente pedagógico en el marco del proceso de paz",3,2016,"dhFuZR0502QC"
"259","Formación (en competencias) investigativa (s) en los estudiantes de contaduría pública: caso Universidad del Atlántico, Colombia, 2015-2019",2,2021,"mB3voiENLucC"
"260","Componentes que influyen en la ejecución de fraudes financieros: percepción de los profesionales contables",1,2021,"HDshCWvjkbEC"
"261","Residuos sólidos una alternativa de aprovechamiento para los municipios de Bolívar",1,2020,"qUcmZB5y_30C"
"262","Revisión del cumplimiento del ODS-5 (igualdad de género) en el contexto colombiano",0,2022,"TFP_iSt0sucC"
"263","Construyendo la historia entre mujeres contables. Sin brechas a través del mentoring",0,2022,"bEWYMUwI8FkC"
"264","A framework for a green accounting system-exploratory study in a developing country context, Colombia",0,2022,"iH-uZ7U-co4C"
"265","Imaginario social del contador público desde las esferas del arte: una aproximación teórica",0,2022,"-f6ydRqryjwC"
"266","Estado actual de la investigación en educación contable en Colombia: una aproximación bibliométrica para el período 2000-2020",0,2021,"isC4tDSrTZIC"
"267","Estudios de género en la disciplina contable: revisión bibliométrica",0,2021,"_Qo2XoVZTnwC"
"268","Riesgos tributarios, penales y financieros en los contadores públicos y en las empresas por desarrollar una contabilidad creativa",0,2021,"hFOr9nPyWt4C"
"269","Principales retos de la profesión contable desde las perspectivas económica, digital y científica",0,2021,"RHpTSmoSYBkC"
"270","Inequidad de género en los rangos más altos de la profesión contable",0,2019,"L8Ckcad2t8MC"
"271","17. DEBER SER+ MORAL= IMAGINARIO DEL CONTADOR PÚBLICO",0,NA,"r0BpntZqJG4C"
"272","De la exégesis de las Bienaventuranzas a su praxis cristiana Mateo 5, 3-10",8,2013,"UeHWp8X0CEIC"
"273","Spirituality and organizations: A proposal for a new company style based on a systematic review of literature",3,2020,"YsMSGLbcyi4C"
"274","The ethical and spiritual considerations of Matthew’s Beatitudes: Configuration of the human being in companies",2,2020,"Tyk-4Ss8FVUC"
"275","Ser cristiano hoy a partir de la práctica de las bienaventuranzas",1,2014,"u5HHmVD_uO8C"
"276","Itinerario ético-espiritual para las organizaciones una propuesta hermenéutica a partir de las Bienaventuranzas Mateanas",0,2020,"WF5omc3nYNoC"
"277","Resurrección: una lectura antropológica en clave relacional",0,2020,"eQOLeE2rZwMC"
"278","El amor de dios se humaniza: una mirada desde las bienaventuranzas",0,2017,"u-x6o8ySG0sC"
"279","Concepción de la Ley Israelita en el Nuevo Testamento y la concepción que de ella tiene Jesús",0,2015,"qjMakFHDy7sC"
"280","la literatura filosÓfica: uNa aVeNtura íNtiMa eN Miguel de uNaMuNo",5,2013,"zYLM7Y9cAGgC"
"281","El diálogo filosófico como aventura y experiencia que cura",2,2020,"UeHWp8X0CEIC"
"282","Philosophical dialogue as adventure and experience that heals",0,2020,"Tyk-4Ss8FVUC"
"283","El filósofo: hombre, héroe, maestro",0,2018,"qjMakFHDy7sC"
"284","La filosofía: una aventura vital",0,2018,"d1gkVwhDpl0C"
"285","La literatura filosófica: una aventura íntima en Miguel de Unamuno",0,2013,"2osOgNQ5qMEC"
"286","El diálogo filosófico como aventura y experiencia que cura. Sophia [online]. 2020, n. 29",0,NA,"Y0pCki6q_DkC"
"287","Filosofía: aventura vital en la crisis del siglo XXI",0,NA,"u-x6o8ySG0sC"
"288","sobre los conceptos de arte, naturaleza e historia en Kant y Hölderlin",0,NA,"d1gkVwhDpl0C"
"289","La metamorfosis del pensamiento. Dialéctica sobre los conceptos de arte, naturaleza e historia en Kant y Hölderlin",0,NA,"u-x6o8ySG0sC"
"290","ONTOLOGÍA ENTRE EL PENSAR Y EL POETIZAR DE HEIDEGGER Y HÖLDERLIN",0,NA,"u5HHmVD_uO8C"
"291","Precomprensión del maestro sobre la biblia en el marco de la educación religiosa escolar colombiana de los Colegios de la Arquidiócesis de Cali",1,NA,"9yKSN-GCB0IC"
"292","Teología y mundo de la vida. Perspectiva contextual de la Teología en la Universidad Católica Luis Amigó",0,2022,"roLk4NBRz8UC"
"293","Originalidad hebrea para el quehacer teológico",0,2021,"YsMSGLbcyi4C"
"294","RD Cartas católicas",0,2020,"LkGwnXOMwfcC"
"295","RD Generalidades bíblicas",0,2020,"WF5omc3nYNoC"
"296","RD Método teológico",0,2020,"eQOLeE2rZwMC"
"297","En las puertas del templo los pobres cantan Liturgias de la Paz y el conflicto desde Mt 21, 12-17",0,2020,"Tyk-4Ss8FVUC"
"298","En tiempos como estos no hay cosa más práctica que la Teología",0,2019,"W7OEmFMy1HYC"
"299","Una justicia inspiradora",0,2018,"UeHWp8X0CEIC"
"300","Volvemos al Camino",0,2018,"2osOgNQ5qMEC"
"301","Ser mujer y madre",0,2018,"_FxGoFyzp5QC"
"302","Ser mujer y madre. Dolor, género y experiencia teologal en el caso de Christine Collins",0,NA,"Y0pCki6q_DkC"
"303","Un abordaje de la mujer y la homosexualidad femenina en Freud",3,2011,"9yKSN-GCB0IC"
"304","Del masoquismo y otros destinos de pulsión",1,2016,"d1gkVwhDpl0C"
"305","Frida Kahlo, sobre vestido y cuerpo en psicoanálisis",0,2022,"WF5omc3nYNoC"
"306","Freud a propósito de la defensa en la etiología de las psiconeurosis 1893-1896",0,2022,"YsMSGLbcyi4C"
"307","Las comisuras abiertas de la tierra",0,2021,"zYLM7Y9cAGgC"
"308","Frida Kahlo, sobre vestido y cuerpo en psicoanálisis",0,2021,"eQOLeE2rZwMC"
"309","Guía de bolsillo para la atención de la violencia contra la mujer en Medellín, tiempos del Covid-19",0,2020,"Y0pCki6q_DkC"
"310","""Sobre lo femenino y el lazo social: una mirada a la violencia en Colombia""",0,2019,"Tyk-4Ss8FVUC"
"311","PSICOANÁLISIS Y LITERATURA",0,2018,"qjMakFHDy7sC"
"312","El tiempo de la escritura",0,2018,"IjCSPb-OGe4C"
"313","Psicoanálisis y literatura: Elfriede Jelinek o la mujer al margen",0,2018,"UeHWp8X0CEIC"
"314","Freud y la cuestión de “la prehistoria” en la mujer",0,2017,"2osOgNQ5qMEC"
"315","Demanda histérica y femenina:¿ demandas de amor?",0,2015,"u5HHmVD_uO8C"
"316","El niño y lo infantil",0,2010,"u-x6o8ySG0sC"
"317","¿Vinum novum in utres novos? El Posthumanismo y la ideología de los androides que sueñan con ovejas eléctricas",6,2019,"Tyk-4Ss8FVUC"
"318","El libro de los signos (Jn 1, 19-12, 50). Aproximación a algunas de sus líneas de investigación",1,2021,"W7OEmFMy1HYC"
"319","Un judío con muchos rostros: exégesis y teología en Filón de Alejandría",1,2020,"u-x6o8ySG0sC"
"320","El trasfondo del concepto «Doble obra lucana»: aproximación histórica a los problemas teológicos en los estudios lucanos",1,2018,"UeHWp8X0CEIC"
"321","La amistad como lealtad social y alteridad: fraternidad en la literatura apócrifa judía de la época del segundo templo",0,2022,"5nxA0vEk-isC"
"322","(Recensión) The Christ is Jesus: Metamorphosis, Possession and Johannine Christology de Pamela Kinlaw",0,2022,"WF5omc3nYNoC"
"323","The book of signs (John 1: 19-12: 50). An approach to some of his currents of research",0,2021,"YsMSGLbcyi4C"
"324","PESADILLAS POSHUMANISTAS: FRANKENSTEIN COMO CASO DE ESTUDIO.",0,2021,"hqOjcs7Dif8C"
"325","Humanismo y transhumanismo: reflexiones desde las ciencias humanas y sociales",0,2021,"UebtZRa9Y70C"
"326","¿ Es “humano” el transhumanismo? Visión desde los orígenes y desarrollo del movimiento",0,2021,"roLk4NBRz8UC"
"327","Pesadillas poshumanistas: Frankenstein como caso de estudio",0,2021,"eQOLeE2rZwMC"
"328","Explicaciones actuales sobre la presencia de Henoc en Ben Sira (Sir 16, 7; 44, 16; 49, 14)",0,2020,"Y0pCki6q_DkC"
"329","Las secciones discursivas en Mateo: Estudio de su estructura y patrones literarios",0,2020,"IjCSPb-OGe4C"
"330","BACKGROUND TO THE CONCEPT OF"" LUKE'S DOUBLE WORK"": HISTORICAL APPROACH TO THE THEOLOGICAL ISSUES CONCERNING LUCAN STUDIES",0,2018,"u5HHmVD_uO8C"
"331","“kai adousin oden kainen legontes...”(Ap 5, 9) Un canto de resistencia",0,2017,"zYLM7Y9cAGgC"
"332","(Ap 5, 9) UN CANTO DE RESISTENCIA",0,2017,"d1gkVwhDpl0C"
"333","¿Un juicio justo contra Caín? (Gen 4,1-16)",0,2017,"0EnyYjriUFMC"
"334","“<U+03BA>a<U+1F76> <U+1F85>d<U+03BF><U+03C5>s<U+03B9><U+03BD> <U+1FA0>d<U+1F74><U+03BD> <U+03BA>a<U+03B9><U+03BD><U+1F74><U+03BD> <U+03BB><U+03AD><U+03B3><U+03BF><U+03BD>te<U+03C2>...”(Ap 5, 9) UN CANTO DE RESISTENCIA",0,2017,"qjMakFHDy7sC"
"335","UN CANTO DE RESISTENCIA.",0,2017,"2osOgNQ5qMEC"
"336","¿ Es “humano” el transhumanismo? Visión desde los orígenes y desarrollo del movimiento1",0,NA,"Se3iqnhoufwC"
"337","Hermenéuticas post-coloniales",10,2016,"UebtZRa9Y70C"
"338","Génesis 3: sabiduría y mito",8,2018,"9yKSN-GCB0IC"
"339","La hermenêutica de Lutero en las lecciones sobre Romanos",3,2016,"UeHWp8X0CEIC"
"340","Jesús, hombre rebelde",3,2014,"qjMakFHDy7sC"
"341","El nacimiento del liberador, un sueño mesiánico",3,2012,"LkGwnXOMwfcC"
"342","Literatura apocalíptica y literatura fantástica",3,2009,"3fE2CSJIrl8C"
"343","El nacimiento del liberador, un sueño mesiánico",3,NA,"M3ejUd6NZC8C"
"344","Pablo Montoya: lo religioso y el arte",2,2017,"hqOjcs7Dif8C"
"345","La crucifixión en la literatura latinoamericana cont emporánea",1,2020,"QIV2ME_5wuYC"
"346","El pan del misterio: interpretación socio-retórica de Juan 6",1,2018,"W7OEmFMy1HYC"
"347","Juan de la Cruz: la poesía mística como deseo y ausencia",0,2022,"HDshCWvjkbEC"
"348","Los salmos de la muerte en Paul Celan",0,2021,"hFOr9nPyWt4C"
"349","Dios: entre la mística y la poesía",0,2021,"-f6ydRqryjwC"
"350","Intertextualidades religiosas en El arpa y la sombra de Alejo Carpentier",0,2021,"IWHjjKOFINEC"
"351","Entrevista a Hugo Mujica en Copenhague, el 18 de agosto de 2018",0,2021,"9ZlFYXVOiuMC"
"352","La poesía y la cruz: interpretaciones literarias de la muerte de cristo",0,2020,"ZeXyd9-uunAC"
"353","La crucifixión en la literatura latinoamericana contemporánea: Hugo Mujica, Raúl Zurita und Pablo Montoya.",0,2020,"7PzlFSSx8tAC"
"354","Kreuzesdeutungen in der gegenwärtigen Literatur Lateinamerikas: Hugo Mujica, Raúl Zurita und Pablo Montoya.",0,2020,"dhFuZR0502QC"
"355","Alteridad y sincretismo en “Simón el mago” de Tomás Carrasquilla",0,2019,"ufrVoPGSRksC"
"356","El país de las palabras rotas",0,2019,"Zph67rFs4hoC"
"357","Mito y comunidad en la poesía hebrea",0,2019,"zYLM7Y9cAGgC"
"358","Hugo Mujica. El pensamiento de un poeta en la poesía de un pensador",0,2018,"YOwf2qJgpHMC"
"359","Evangelio de Arena",0,2018,"ULOm3_A8WrAC"
"360","El dioniso de Hugo Mujica: una estética panteísta",0,2018,"Se3iqnhoufwC"
"361","GÉNESIS 3: SABIDURÍA Y MITO.",0,2018,"2osOgNQ5qMEC"
"362","Genesis 3: wisdom and myth",0,2018,"u-x6o8ySG0sC"
"363","Pablo Montoya: lo religioso y el arte",0,2017,"_FxGoFyzp5QC"
"364","PABLO MONTOYA: RELIGION AND ART",0,2017,"roLk4NBRz8UC"
"365","Hugo Mujica. Pensar poético",0,2017,"qxL8FJ1GzNcC"
"366","Hugo Mujica. Pensar poético",0,2017,"_kc_bZDykSQC"
"367","Bread of Mystery: a Socio-Rhetorical Interpretation of John 6",0,2017,"eQOLeE2rZwMC"
"368","EL PAN DEL MISTERIO: INTERPRETACIÓN SOCIO-RETÓRICA DE JUAN 6.",0,2017,"IjCSPb-OGe4C"
"369","Rock Pfingstbewegung",0,2016,"kNdYIx-mwKoC"
"370","Paz, reconciliación y Narcotráfico",0,2015,"KlAtU1dfN6UC"
"371","Pensar la vida con Hugo Mujica",0,2014,"5nxA0vEk-isC"
"372","Jesus, rebellious man",0,2014,"Y0pCki6q_DkC"
"373","Casafús era rojo: un malvado, un hereje: identificación político-religiosa en Luterito de Tomás Carrasquilla",0,2013,"4DMP91E08xMC"
"374","El nacimiento del liberador",0,2013,"aqlVkmm33-oC"
"375","Para comprender el Nuevo Testamento",0,2013,"4TOpqqG69KYC"
"376","Religión y política en Luterito de Tomás Carrasquilla",0,2013,"MXK_kJrjxJIC"
"377","El nacimiento del liberador, un sueño mesiánico: estudio literario de Mateo 1, 18-2, 23",0,2012,"8k81kl-MbHgC"
"378","La construcción simbólica de una resistencia. Estudio literario de Apocalipsis 15 y 16",0,2012,"0EnyYjriUFMC"
"379","Hechos de los Apóstoles y la literatura mediterránea",0,2012,"WF5omc3nYNoC"
"380","“A Dios alabo, aunque el demonio se pose sobre mi rostro”: lectura tribal de la Biblia en contexto de pandillas en Colombia",0,2011,"mB3voiENLucC"
"381","Agar e Ismael: un estudio de Génesis 21.1-21/Una lectura socio-retórica de Apocalipsis 20.7-15",0,2009,"L8Ckcad2t8MC"
